,Date,Value,roi,roi_Value,roi_Value_percent,Date_year,Date_month,Date_day,month_mean_Value,month_roi
270,2017-06-08,2683.03,1,18.109137000000374,0.679537514656786,2017,6,8,2608.6601843000003,1
271,2017-06-09,2827.4913,1,144.46129999999994,5.384259587108602,2017,6,9,2608.6601843000003,1
272,2017-06-10,2845.372857,1,17.881556999999702,0.6324177549193414,2017,6,10,2608.6601843000003,1
273,2017-06-11,2898.63,1,53.25714300000027,1.8717105165665913,2017,6,11,2608.6601843000003,1
274,2017-06-12,2657.675063,-1,-240.95493699999997,-8.31271797366342,2017,6,12,2608.6601843000003,1
275,2017-06-13,2748.185086,1,90.51002299999982,3.4056090701258093,2017,6,13,2608.6601843000003,1
276,2017-06-14,2706.0,-1,-42.185085999999956,-1.5350161899539525,2017,6,14,2608.6601843000003,1
277,2017-06-15,2442.48025,-1,-263.51974999999993,-9.738349963045083,2017,6,15,2608.6601843000003,-1
278,2017-06-16,2464.959814,1,22.479563999999755,0.9203580663548766,2017,6,16,2608.6601843000003,-1
279,2017-06-17,2477.94,1,12.98018600000023,0.5265881385277721,2017,6,17,2608.6601843000003,-1
280,2017-06-18,2507.389252,1,29.449251999999888,1.1884570247867134,2017,6,18,2608.6601843000003,-1
281,2017-06-19,2617.210263,1,109.821011,4.3798947814904325,2017,6,19,2608.6601843000003,1
282,2017-06-20,2600.0,-1,-17.21026299999994,-0.6575804490493067,2017,6,20,2608.6601843000003,-1
283,2017-06-21,2671.04325,1,71.04325000000017,2.732432692307699,2017,6,21,2608.6601843000003,1
284,2017-06-22,2727.288013,1,56.24476299999969,2.1057226609864776,2017,6,22,2608.6601843000003,1
285,2017-06-23,2713.48,-1,-13.808012999999846,-0.5062909723572289,2017,6,23,2608.6601843000003,1
286,2017-06-24,2589.164888,-1,-124.31511200000023,-4.5813903916741685,2017,6,24,2608.6601843000003,-1
287,2017-06-25,2512.366286,-1,-76.79860199999985,-2.966153386211062,2017,6,25,2608.6601843000003,-1
288,2017-06-26,2502.03,-1,-10.336285999999745,-0.41141636303583745,2017,6,26,2608.6601843000003,-1
289,2017-06-27,2517.903114,1,15.873113999999987,0.6344094195513237,2017,6,27,2608.6601843000003,-1
290,2017-06-28,2585.349186,1,67.44607199999973,2.6786603354587903,2017,6,28,2608.6601843000003,-1
291,2017-06-29,2558.3,-1,-27.049185999999736,-1.046248845087332,2017,6,29,2608.6601843000003,-1
292,2017-06-30,2477.641375,-1,-80.65862500000003,-3.152821209396866,2017,6,30,2608.6601843000003,-1
293,2017-07-01,2501.191343,1,23.549967999999808,0.9504994644351952,2017,7,1,2495.645075032258,1
294,2017-07-02,2421.26,-1,-79.93134299999974,-3.1957308353757465,2017,7,2,2495.645075032258,-1
295,2017-07-03,2561.225429,1,139.96542899999986,5.780685634752148,2017,7,3,2495.645075032258,1
296,2017-07-04,2599.729838,1,38.50440900000012,1.5033588439356433,2017,7,4,2495.645075032258,1
297,2017-07-05,2598.89,-1,-0.8398380000003272,-0.03230481828244213,2017,7,5,2495.645075032258,1
298,2017-07-06,2609.96775,1,11.077749999999924,0.4262492833478879,2017,7,6,2495.645075032258,1
299,2017-07-07,2491.201214,-1,-118.76653599999963,-4.550498219757682,2017,7,7,2495.645075032258,-1
300,2017-07-08,2502.86,1,11.658785999999964,0.4679985676981917,2017,7,8,2495.645075032258,1
301,2017-07-09,2536.238938,1,33.378937999999835,1.3336318451691198,2017,7,9,2495.645075032258,1
302,2017-07-10,2366.170143,-1,-170.06879500000014,-6.705550981490378,2017,7,10,2495.645075032258,-1
303,2017-07-11,2327.09,-1,-39.08014299999968,-1.6516201557023737,2017,7,11,2495.645075032258,-1
304,2017-07-12,2385.748571,1,58.65857099999994,2.5206833856877013,2017,7,12,2495.645075032258,-1
305,2017-07-13,2354.783417,-1,-30.965153999999984,-1.297921934289193,2017,7,13,2495.645075032258,-1
306,2017-07-14,2338.49,-1,-16.293417000000318,-0.6919284755605325,2017,7,14,2495.645075032258,-1
307,2017-07-15,2058.9956,-1,-279.4943999999996,-11.951917690475462,2017,7,15,2495.645075032258,-1
308,2017-07-16,1931.2143,-1,-127.7813000000001,-6.206001605831508,2017,7,16,2495.645075032258,-1
309,2017-07-17,1910.96,-1,-20.254300000000057,-1.048785730304506,2017,7,17,2495.645075032258,-1
310,2017-07-18,2320.12225,1,409.16224999999986,21.41134560639678,2017,7,18,2495.645075032258,-1
311,2017-07-19,2264.7657,-1,-55.35654999999997,-2.3859324654121123,2017,7,19,2495.645075032258,-1
312,2017-07-20,2265.21,1,0.44430000000011205,0.019617923390490774,2017,7,20,2495.645075032258,-1
313,2017-07-21,2682.195363,1,416.9853629999998,18.40824307680082,2017,7,21,2495.645075032258,1
314,2017-07-22,2807.609857,1,125.4144940000001,4.67581503309012,2017,7,22,2495.645075032258,1
315,2017-07-23,2825.51,1,17.9001430000003,0.6375580622560942,2017,7,23,2495.645075032258,1
316,2017-07-24,2751.821029,-1,-73.68897100000004,-2.607988327770917,2017,7,24,2495.645075032258,1
317,2017-07-25,2560.997917,-1,-190.82311200000004,-6.93443032773626,2017,7,25,2495.645075032258,1
318,2017-07-26,2564.3,1,3.3020830000000387,0.12893735594553546,2017,7,26,2495.645075032258,1
319,2017-07-27,2647.625,1,83.32499999999982,3.2494247942908325,2017,7,27,2495.645075032258,1
320,2017-07-28,2781.636583,1,134.01158299999997,5.061577187101647,2017,7,28,2495.645075032258,1
321,2017-07-29,2784.8,1,3.1634170000002086,0.11372502861565252,2017,7,29,2495.645075032258,1
322,2017-07-30,2745.955417,-1,-38.84458300000006,-1.3948787345590368,2017,7,30,2495.645075032258,1
323,2017-07-31,2866.431667,1,120.47624999999971,4.387407357531752,2017,7,31,2495.645075032258,1
324,2017-08-01,2862.9,-1,-3.531666999999743,-0.12320778620534766,2017,8,1,3853.1795901290325,-1
325,2017-08-02,2693.633983,-1,-169.26601699999992,-5.912397114813647,2017,8,2,3853.1795901290325,-1
326,2017-08-03,2794.117717,1,100.48373399999991,3.730415291541854,2017,8,3,3853.1795901290325,-1
327,2017-08-04,2790.0,-1,-4.117717000000084,-0.1473709205216025,2017,8,4,3853.1795901290325,-1
328,2017-08-05,3218.115017,1,428.1150170000001,15.344624265232978,2017,8,5,3853.1795901290325,-1
329,2017-08-06,3252.562533,1,34.44751599999972,1.070425258824729,2017,8,6,3853.1795901290325,-1
330,2017-08-07,3210.2,-1,-42.362532999999985,-1.30243562022855,2017,8,7,3853.1795901290325,-1
331,2017-08-08,3457.374333,1,247.1743330000004,7.699655255124303,2017,8,8,3853.1795901290325,-1
332,2017-08-09,3357.326317,-1,-100.04801600000019,-2.8937571221334157,2017,8,9,3853.1795901290325,-1
333,2017-08-10,3340.28,-1,-17.046316999999817,-0.507734887540865,2017,8,10,3853.1795901290325,-1
334,2017-08-11,3632.506667,1,292.2266669999999,8.748567994299876,2017,8,11,3853.1795901290325,-1
335,2017-08-12,3852.802914,1,220.29624699999977,6.064579289043319,2017,8,12,3853.1795901290325,-1
336,2017-08-13,3868.52,1,15.717086000000108,0.4079390083227109,2017,8,13,3853.1795901290325,1
337,2017-08-14,4282.992,1,414.4720000000002,10.7139681325158,2017,8,14,3853.1795901290325,1
338,2017-08-15,4217.028329,-1,-65.96367100000043,-1.5401306142995463,2017,8,15,3853.1795901290325,1
339,2017-08-16,4179.97,-1,-37.0583289999995,-0.8787782796039999,2017,8,16,3853.1795901290325,1
340,2017-08-17,4328.725717,1,148.755717,3.558774751971904,2017,8,17,3853.1795901290325,1
341,2017-08-18,4130.440067,-1,-198.2856499999998,-4.580693325550333,2017,8,18,3853.1795901290325,1
342,2017-08-19,4104.71,-1,-25.730067000000417,-0.6229376672371995,2017,8,19,3853.1795901290325,1
343,2017-08-20,4157.958033,1,53.24803299999985,1.29724226559245,2017,8,20,3853.1795901290325,1
344,2017-08-21,4043.722,-1,-114.23603299999968,-2.7474070708110894,2017,8,21,3853.1795901290325,1
345,2017-08-22,3986.28,-1,-57.44200000000001,-1.4205229736366647,2017,8,22,3853.1795901290325,1
346,2017-08-23,4174.95,1,188.66999999999962,4.732984135585047,2017,8,23,3853.1795901290325,1
347,2017-08-24,4340.316717,1,165.36671699999988,3.9609268853519177,2017,8,24,3853.1795901290325,1
348,2017-08-25,4331.77,-1,-8.546716999999262,-0.19691459304165018,2017,8,25,3853.1795901290325,1
349,2017-08-26,4360.513317,1,28.74331699999948,0.6635467026180863,2017,8,26,3853.1795901290325,1
350,2017-08-27,4354.308333,-1,-6.204983999999968,-0.14229939341795084,2017,8,27,3853.1795901290325,1
351,2017-08-28,4339.05,-1,-15.258332999999766,-0.3504192131816074,2017,8,28,3853.1795901290325,1
352,2017-08-29,4607.98545,1,268.93544999999995,6.19802606561344,2017,8,29,3853.1795901290325,1
353,2017-08-30,4594.98785,-1,-12.997599999999693,-0.282066862863026,2017,8,30,3853.1795901290325,1
354,2017-08-31,4582.52,-1,-12.467849999999999,-0.27133586435924956,2017,8,31,3853.1795901290325,1
355,2017-09-01,4911.740017,1,329.22001699999964,7.184257068163361,2017,9,1,4077.868276466667,1
356,2017-09-02,4580.38748,-1,-331.35253699999976,-6.746133464987094,2017,9,2,4077.868276466667,1
357,2017-09-03,4585.57,1,5.182519999999386,0.11314588607685622,2017,9,3,4077.868276466667,1
358,2017-09-04,4344.098317,-1,-241.47168299999976,-5.265903322814825,2017,9,4,4077.868276466667,1
359,2017-09-05,4488.72014,1,144.6218230000004,3.3291563046361965,2017,9,5,4077.868276466667,1
360,2017-09-06,4385.02,-1,-103.70013999999992,-2.3102384814750314,2017,9,6,4077.868276466667,1
361,2017-09-07,4654.6585,1,269.6384999999991,6.1490825583463495,2017,9,7,4077.868276466667,1
362,2017-09-08,4310.750183,-1,-343.90831699999944,-7.388475803326913,2017,9,8,4077.868276466667,1
363,2017-09-09,4312.26,1,1.5098170000001119,0.035024460613706405,2017,9,9,4077.868276466667,1
364,2017-09-10,4329.955,1,17.69499999999971,0.41034167698607477,2017,9,10,4077.868276466667,1
365,2017-09-11,4248.090017,-1,-81.86498299999948,-1.8906659076133467,2017,9,11,4077.868276466667,1
366,2017-09-12,4198.59,-1,-49.5000170000003,-1.1652299457382307,2017,9,12,4077.868276466667,1
367,2017-09-13,3961.271267,-1,-237.31873300000007,-5.65234359630257,2017,9,13,4077.868276466667,-1
368,2017-09-14,3319.63,-1,-641.641267,-16.197862346497057,2017,9,14,4077.868276466667,-1
369,2017-09-15,3216.43,-1,-103.20000000000027,-3.1087801953832286,2017,9,15,4077.868276466667,-1
370,2017-09-16,3763.62604,1,547.1960400000003,17.01252755384076,2017,9,16,4077.868276466667,-1
371,2017-09-17,3746.060783,-1,-17.5652570000002,-0.4667110072391837,2017,9,17,4077.868276466667,-1
372,2017-09-18,3678.53,-1,-67.5307829999997,-1.8027145556863675,2017,9,18,4077.868276466667,-1
373,2017-09-19,3943.413333,1,264.88333299999977,7.200793061358743,2017,9,19,4077.868276466667,-1
374,2017-09-20,3977.561667,1,34.14833399999998,0.8659587802839125,2017,9,20,4077.868276466667,-1
375,2017-09-21,3894.48,-1,-83.08166699999992,-2.0887587410470667,2017,9,21,4077.868276466667,-1
376,2017-09-22,3637.50255,-1,-256.97744999999986,-6.598504806803472,2017,9,22,4077.868276466667,-1
377,2017-09-23,3776.3869,1,138.8843499999998,3.8181237838582356,2017,9,23,4077.868276466667,-1
378,2017-09-24,3777.62,1,1.2330999999999221,0.03265290428795636,2017,9,24,4077.868276466667,-1
379,2017-09-25,3942.555,1,164.93499999999995,4.366108819838945,2017,9,25,4077.868276466667,-1
380,2017-09-26,3910.307383,-1,-32.24761699999999,-0.8179370230726011,2017,9,26,4077.868276466667,-1
381,2017-09-27,3881.0,-1,-29.307382999999845,-0.7494905164594792,2017,9,27,4077.868276466667,-1
382,2017-09-28,4201.98905,1,320.98905000000013,8.270782014944606,2017,9,28,4077.868276466667,1
383,2017-09-29,4193.574667,-1,-8.41438300000027,-0.20024761844632294,2017,9,29,4077.868276466667,1
384,2017-09-30,4164.27,-1,-29.304666999999426,-0.6987992184949793,2017,9,30,4077.868276466667,1
385,2017-10-01,4360.722967,1,196.45296699999926,4.717584762755519,2017,10,1,5336.5935801612895,-1
386,2017-10-02,4386.88375,1,26.160783000000265,0.5999184813613102,2017,10,2,5336.5935801612895,-1
387,2017-10-03,4394.07,1,7.186249999999745,0.16381218216689114,2017,10,3,5336.5935801612895,-1
388,2017-10-04,4225.175,-1,-168.89499999999953,-3.843702990621441,2017,10,4,5336.5935801612895,-1
389,2017-10-05,4338.852,1,113.67699999999968,2.690468442135525,2017,10,5,5336.5935801612895,-1
390,2017-10-06,4318.58,-1,-20.271999999999935,-0.4672203615149799,2017,10,6,5336.5935801612895,-1
391,2017-10-07,4376.191667,1,57.611667000000125,1.334041907293604,2017,10,7,5336.5935801612895,-1
392,2017-10-08,4602.280883,1,226.0892160000003,5.16634629385396,2017,10,8,5336.5935801612895,-1
393,2017-10-09,4605.66,1,3.3791169999994963,0.07342265902286295,2017,10,9,5336.5935801612895,-1
394,2017-10-10,4782.28,1,176.6199999999999,3.834846688639628,2017,10,10,5336.5935801612895,-1
395,2017-10-11,4819.485767,1,37.20576700000038,0.7779922338298966,2017,10,11,5336.5935801612895,-1
396,2017-10-12,4822.17,1,2.6842329999999492,0.055695423324609424,2017,10,12,5336.5935801612895,-1
397,2017-10-13,5563.806567,1,741.6365669999996,15.379726699805266,2017,10,13,5336.5935801612895,1
398,2017-10-14,5739.438733,1,175.63216600000032,3.156690727562462,2017,10,14,5336.5935801612895,1
399,2017-10-15,5825.99,1,86.55126699999983,1.508009250144213,2017,10,15,5336.5935801612895,1
400,2017-10-16,5711.205867,-1,-114.78413300000011,-1.9702082049574428,2017,10,16,5336.5935801612895,1
401,2017-10-17,5603.71294,-1,-107.49292699999933,-1.882140646007978,2017,10,17,5336.5935801612895,1
402,2017-10-18,5594.66,-1,-9.05294000000049,-0.16155252949128562,2017,10,18,5336.5935801612895,1
403,2017-10-19,5727.6335,1,132.97350000000006,2.3767932278279655,2017,10,19,5336.5935801612895,1
404,2017-10-20,5979.45984,1,251.82634000000053,4.396690884638491,2017,10,20,5336.5935801612895,1
405,2017-10-21,5986.44,1,6.9801599999991595,0.116735628079729,2017,10,21,5336.5935801612895,1
406,2017-10-22,5983.18455,-1,-3.255449999999655,-0.05438039970332377,2017,10,22,5336.5935801612895,1
407,2017-10-23,5876.079867,-1,-107.10468299999957,-1.7900949252852243,2017,10,23,5336.5935801612895,1
408,2017-10-24,5900.59,1,24.51013299999977,0.41711708408948633,2017,10,24,5336.5935801612895,1
409,2017-10-25,5669.622533,-1,-230.9674670000004,-3.9143113993685446,2017,10,25,5336.5935801612895,1
410,2017-10-26,5893.138417,1,223.51588400000037,3.9423415350674174,2017,10,26,5336.5935801612895,1
411,2017-10-27,5889.82,-1,-3.3184170000004087,-0.056309843163156244,2017,10,27,5336.5935801612895,1
412,2017-10-28,5776.69695,-1,-113.12305000000015,-1.9206537721016967,2017,10,28,5336.5935801612895,1
413,2017-10-29,6155.43402,1,378.73707000000013,6.556291134503778,2017,10,29,5336.5935801612895,1
414,2017-10-30,6136.49,-1,-18.94401999999991,-0.3077609139899433,2017,10,30,5336.5935801612895,1
415,2017-10-31,6388.645167,1,252.1551669999999,4.109110696831575,2017,10,31,5336.5935801612895,1
416,2017-11-01,6665.306683,1,276.6615160000001,4.330519363151854,2017,11,1,7757.4618175333335,-1
417,2017-11-02,6751.98,1,86.67331699999977,1.3003650262794633,2017,11,2,7757.4618175333335,-1
418,2017-11-03,7197.72006,1,445.7400600000001,6.601619969253465,2017,11,3,7757.4618175333335,-1
419,2017-11-04,7437.543317,1,239.823257,3.3319336540020985,2017,11,4,7757.4618175333335,-1
420,2017-11-05,7365.99,-1,-71.55331699999988,-0.9620558018996729,2017,11,5,7757.4618175333335,-1
421,2017-11-06,6989.071667,-1,-376.9183329999996,-5.117008480869504,2017,11,6,7757.4618175333335,-1
422,2017-11-07,7092.127233,1,103.055566,1.4745243847847926,2017,11,7,7757.4618175333335,-1
423,2017-11-08,7128.64,1,36.51276700000017,0.5148351940177349,2017,11,8,7757.4618175333335,-1
424,2017-11-09,7158.03706,1,29.39705999999933,0.41237964043631503,2017,11,9,7757.4618175333335,-1
425,2017-11-10,6719.39785,-1,-438.63920999999937,-6.127925942870145,2017,11,10,7757.4618175333335,-1
426,2017-11-11,6569.22,-1,-150.17785000000003,-2.2349897022394654,2017,11,11,7757.4618175333335,-1
427,2017-11-12,5716.301583,-1,-852.9184169999999,-12.983556906299377,2017,11,12,7757.4618175333335,-1
428,2017-11-13,6550.227533,1,833.9259499999998,14.588557617044815,2017,11,13,7757.4618175333335,-1
429,2017-11-14,6493.63,-1,-56.59753300000011,-0.8640544578774118,2017,11,14,7757.4618175333335,-1
430,2017-11-15,7301.42992,1,807.7999199999995,12.43988216144128,2017,11,15,7757.4618175333335,-1
431,2017-11-16,7815.0307,1,513.6007800000007,7.034249258397329,2017,11,16,7757.4618175333335,1
432,2017-11-17,7868.77,1,53.739300000000185,0.6876402929549615,2017,11,17,7757.4618175333335,1
433,2017-11-18,7817.140383,-1,-51.62961700000051,-0.6561332584381104,2017,11,18,7757.4618175333335,1
434,2017-11-19,8007.654067,1,190.51368400000047,2.4371275769117844,2017,11,19,7757.4618175333335,1
435,2017-11-20,8049.72,1,42.06593299999986,0.5253215567010565,2017,11,20,7757.4618175333335,1
436,2017-11-21,8059.8,1,10.079999999999927,0.12522174684336757,2017,11,21,7757.4618175333335,1
437,2017-11-22,8268.035,1,208.23499999999967,2.5836249038437638,2017,11,22,7757.4618175333335,1
438,2017-11-23,8236.72,-1,-31.31500000000051,-0.3787477919481535,2017,11,23,7757.4618175333335,1
439,2017-11-24,8250.978333,1,14.258332999999766,0.17310692848609358,2017,11,24,7757.4618175333335,1
440,2017-11-25,8707.407267,1,456.4289340000014,5.531815932354375,2017,11,25,7757.4618175333335,1
441,2017-11-26,8768.8,1,61.39273299999877,0.705063299757089,2017,11,26,7757.4618175333335,1
442,2017-11-27,9718.29505,1,949.4950500000014,10.828107038591387,2017,11,27,7757.4618175333335,1
443,2017-11-28,9952.50882,1,234.21376999999848,2.4100294217759775,2017,11,28,7757.4618175333335,1
444,2017-11-29,9919.0,-1,-33.508819999999105,-0.3366871670855661,2017,11,29,7757.4618175333335,1
445,2017-11-30,10147.372,1,228.3719999999994,2.3023691904425787,2017,11,30,7757.4618175333335,1
446,2017-12-01,10883.912,1,736.5400000000009,7.258431049930966,2017,12,1,15084.40700516129,-1
447,2017-12-02,10879.88,-1,-4.032000000001062,-0.03704550349176897,2017,12,2,15084.40700516129,-1
448,2017-12-03,11332.622,1,452.7420000000002,4.161277514090231,2017,12,3,15084.40700516129,-1
449,2017-12-04,11584.83,1,252.20800000000054,2.2255043890107737,2017,12,4,15084.40700516129,-1
450,2017-12-05,11591.22,1,6.389999999999418,0.055158340692089726,2017,12,5,15084.40700516129,-1
451,2017-12-06,13540.98,1,1949.7600000000002,16.821007624736655,2017,12,6,15084.40700516129,-1
452,2017-12-07,16501.97167,1,2960.9916699999994,21.866893459705274,2017,12,7,15084.40700516129,1
453,2017-12-08,16860.88,1,358.908330000002,2.1749421049636433,2017,12,8,15084.40700516129,1
454,2017-12-09,15142.83415,-1,-1718.0458500000004,-10.189538446391886,2017,12,9,15084.40700516129,1
455,2017-12-10,14869.805,-1,-273.0291500000003,-1.8030254263862506,2017,12,10,15084.40700516129,-1
456,2017-12-11,15068.95,1,199.14500000000044,1.3392576432575978,2017,12,11,15084.40700516129,-1
457,2017-12-12,17276.39333,1,2207.4433299999982,14.648952514939648,2017,12,12,15084.40700516129,1
458,2017-12-13,16808.36667,-1,-468.02665999999954,-2.70905304747423,2017,12,13,15084.40700516129,1
459,2017-12-14,16252.31,-1,-556.0566699999999,-3.308213587418128,2017,12,14,15084.40700516129,1
460,2017-12-15,17771.9,1,1519.590000000002,9.349993939323099,2017,12,15,15084.40700516129,1
461,2017-12-16,19498.68333,1,1726.7833299999984,9.716368705653297,2017,12,16,15084.40700516129,1
462,2017-12-17,19279.9,-1,-218.7833299999984,-1.1220415568439226,2017,12,17,15084.40700516129,1
463,2017-12-18,18961.85667,-1,-318.0433300000004,-1.6496108900979796,2017,12,18,15084.40700516129,1
464,2017-12-19,17737.11167,-1,-1224.7450000000026,-6.458993026446088,2017,12,19,15084.40700516129,1
465,2017-12-20,17382.94,-1,-354.1716699999997,-1.9967832225978186,2017,12,20,15084.40700516129,1
466,2017-12-21,16047.51,-1,-1335.4299999999985,-7.682417358628624,2017,12,21,15084.40700516129,1
467,2017-12-22,15190.945,-1,-856.5650000000005,-5.337681671486732,2017,12,22,15084.40700516129,1
468,2017-12-23,13776.61,-1,-1414.3349999999991,-9.31038194134729,2017,12,23,15084.40700516129,-1
469,2017-12-24,13949.175,1,172.5649999999987,1.2525940706748517,2017,12,24,15084.40700516129,-1
470,2017-12-25,14119.02833,1,169.85332999999991,1.2176586070502373,2017,12,25,15084.40700516129,-1
471,2017-12-26,13740.94,-1,-378.0883299999987,-2.6778636685404167,2017,12,26,15084.40700516129,-1
472,2017-12-27,15589.32167,1,1848.3816699999988,13.451639189167544,2017,12,27,15084.40700516129,1
473,2017-12-28,14380.58167,-1,-1208.7399999999998,-7.753640765050683,2017,12,28,15084.40700516129,-1
474,2017-12-29,14214.01,-1,-166.57166999999936,-1.1583096833106012,2017,12,29,15084.40700516129,-1
475,2017-12-30,13215.574,-1,-998.4359999999997,-7.02430911473961,2017,12,30,15084.40700516129,-1
476,2017-12-31,14165.575,1,950.0010000000002,7.188495936688033,2017,12,31,15084.40700516129,-1
477,2018-01-01,13796.0,-1,-369.5750000000007,-2.6089657497136596,2018,1,1,13106.145494838709,1
478,2018-01-02,15005.85667,1,1209.8566699999992,8.769619237460127,2018,1,2,13106.145494838709,1
479,2018-01-03,15053.26167,1,47.405000000000655,0.3159099879633907,2018,1,3,13106.145494838709,1
480,2018-01-04,15039.24,-1,-14.021670000000086,-0.093147055484621,2018,1,4,13106.145494838709,1
481,2018-01-05,17174.12,1,2134.879999999999,14.19539817171612,2018,1,5,13106.145494838709,1
482,2018-01-06,17319.198,1,145.07800000000134,0.8447477949379726,2018,1,6,13106.145494838709,1
483,2018-01-07,17155.95,-1,-163.2479999999996,-0.9425840619178764,2018,1,7,13106.145494838709,1
484,2018-01-08,15265.90667,-1,-1890.0433300000004,-11.016838647816066,2018,1,8,13106.145494838709,1
485,2018-01-09,14714.25333,-1,-551.6533400000008,-3.613629717022243,2018,1,9,13106.145494838709,1
486,2018-01-10,14437.42,-1,-276.8333299999995,-1.881395703821279,2018,1,10,13106.145494838709,1
487,2018-01-11,13296.794,-1,-1140.6260000000002,-7.900483604411315,2018,1,11,13106.145494838709,1
488,2018-01-12,13912.882,1,616.0879999999997,4.633357484518447,2018,1,12,13106.145494838709,1
489,2018-01-13,13791.19,-1,-121.6919999999991,-0.874671401654949,2018,1,13,13106.145494838709,1
490,2018-01-14,13852.92,1,61.72999999999956,0.4476045939472922,2018,1,14,13106.145494838709,1
491,2018-01-15,14012.196,1,159.27599999999984,1.1497648149271045,2018,1,15,13106.145494838709,1
492,2018-01-16,13554.14,-1,-458.0560000000005,-3.2689808221352346,2018,1,16,13106.145494838709,1
493,2018-01-17,11116.94667,-1,-2437.19333,-17.98117276345087,2018,1,17,13106.145494838709,-1
494,2018-01-18,11345.42333,1,228.47666000000027,2.0552105428063574,2018,1,18,13106.145494838709,-1
495,2018-01-19,11174.82,-1,-170.60332999999991,-1.5037193856740814,2018,1,19,13106.145494838709,-1
496,2018-01-20,12950.79333,1,1775.9733300000007,15.892634780694461,2018,1,20,13106.145494838709,-1
497,2018-01-21,11505.228,-1,-1445.5653300000013,-11.161982846652386,2018,1,21,13106.145494838709,-1
498,2018-01-22,11513.42,1,8.192000000000917,0.0712024133724331,2018,1,22,13106.145494838709,-1
499,2018-01-23,11223.064,-1,-290.35599999999977,-2.5218918444736644,2018,1,23,13106.145494838709,-1
500,2018-01-24,11282.25833,1,59.194330000000264,0.5274346649007816,2018,1,24,13106.145494838709,-1
501,2018-01-25,11392.03,1,109.77167000000009,0.9729583102002954,2018,1,25,13106.145494838709,-1
502,2018-01-26,10969.815,-1,-422.21500000000015,-3.7062314618202383,2018,1,26,13106.145494838709,-1
503,2018-01-27,11524.77667,1,554.9616699999988,5.0589884150279545,2018,1,27,13106.145494838709,-1
504,2018-01-28,11431.37,-1,-93.40666999999848,-0.8104857271824122,2018,1,28,13106.145494838709,-1
505,2018-01-29,11212.655,-1,-218.71500000000015,-1.9132877336662197,2018,1,29,13106.145494838709,-1
506,2018-01-30,10184.06167,-1,-1028.5933300000015,-9.173503777651247,2018,1,30,13106.145494838709,-1
507,2018-01-31,10082.52,-1,-101.5416699999987,-0.9970645631410313,2018,1,31,13106.145494838709,-1
508,2018-02-01,9083.258333,-1,-999.2616670000007,-9.910832480371976,2018,2,1,9375.907586035713,-1
509,2018-02-02,8901.901667,-1,-181.35666599999968,-1.9966036344152018,2018,2,2,9375.907586035713,-1
510,2018-02-03,8852.73,-1,-49.171667000000525,-0.5523726147445942,2018,2,3,9375.907586035713,-1
511,2018-02-04,8400.648333,-1,-452.0816670000004,-5.106692139035082,2018,2,4,9375.907586035713,-1
512,2018-02-05,6838.816667,-1,-1561.8316659999991,-18.591799157509136,2018,2,5,9375.907586035713,-1
513,2018-02-06,6925.46,1,86.64333299999998,1.2669345768265494,2018,2,6,9375.907586035713,-1
514,2018-02-07,8099.958333,1,1174.4983329999995,16.959138208869874,2018,2,7,9375.907586035713,-1
515,2018-02-08,8240.536667,1,140.57833400000072,1.7355439154207897,2018,2,8,9375.907586035713,-1
516,2018-02-09,8245.08,1,4.54333299999962,0.05513394556199018,2018,2,9,9375.907586035713,-1
517,2018-02-10,8319.876566,1,74.7965660000009,0.9071660432646002,2018,2,10,9375.907586035713,-1
518,2018-02-11,8343.455,1,23.578433999999106,0.28339884387653913,2018,2,11,9375.907586035713,-1
519,2018-02-12,8068.02,-1,-275.4349999999995,-3.3012103499089944,2018,2,12,9375.907586035713,-1
520,2018-02-13,8597.7675,1,529.7474999999995,6.5660161972825986,2018,2,13,9375.907586035713,-1
521,2018-02-14,9334.633333,1,736.8658329999998,8.570432184866593,2018,2,14,9375.907586035713,-1
522,2018-02-15,9471.64,1,137.00666699999965,1.4677241420469156,2018,2,15,9375.907586035713,1
523,2018-02-16,10127.16167,1,655.5216700000001,6.920888779556657,2018,2,16,9375.907586035713,1
524,2018-02-17,10841.99167,1,714.8299999999999,7.0585423961144285,2018,2,17,9375.907586035713,1
525,2018-02-18,11085.83,1,243.8383300000005,2.2490178688728,2018,2,18,9375.907586035713,1
526,2018-02-19,11110.965,1,25.13500000000022,0.2267308807730248,2018,2,19,9375.907586035713,1
527,2018-02-20,11390.39167,1,279.42667000000074,2.514873100581279,2018,2,20,9375.907586035713,1
528,2018-02-21,11245.98,-1,-144.41167000000132,-1.2678376142266696,2018,2,21,9375.907586035713,1
529,2018-02-22,9931.071667,-1,-1314.9083329999994,-11.692252102529077,2018,2,22,9375.907586035713,1
530,2018-02-23,10162.11667,1,231.04500299999927,2.3264861109374495,2018,2,23,9375.907586035713,1
531,2018-02-24,10171.3,1,9.183329999999842,0.09036827954465752,2018,2,24,9375.907586035713,1
532,2018-02-25,9696.593333,-1,-474.70666699999856,-4.667118922851539,2018,2,25,9375.907586035713,1
533,2018-02-26,10348.60333,1,652.0099969999992,6.724114073971128,2018,2,26,9375.907586035713,1
534,2018-02-27,10319.46,-1,-29.143330000000788,-0.28161607002092703,2018,2,27,9375.907586035713,1
535,2018-02-28,10370.165,1,50.705000000001746,0.49135322972327766,2018,2,28,9375.907586035713,1
