,Date,Value,roi_x,roi_Value_x,roi_Value_percent_x,month_mean_Value_x,month_roi_x,USD (PM),roi_y,roi_Value_y,roi_Value_percent_y,month_mean_Value_y,month_roi_y,buy_Value,sale_Value,buy_USD (PM),sale_USD (PM),new_roi_bitcoin,new_roi_gold,have_money,deal_bitcoin,deal_gold,have_bitcoin,have_gold
334,2017-08-11,3632.506667,1.0,292.2266669999999,8.748567994299876,3853.179590129033,-1,1286.1,1.0,1.699999999999818,0.1323575210214744,1282.3159090909091,1.0,3705.1568003400002,3559.85653366,1298.961,1273.2389999999998,152.77093365999963,-24.005000000000337,0.0,0.0,0.0,1.0417701097997978,0
335,2017-08-12,3852.802914,1.0,220.29624699999977,6.064579289043319,3853.179590129033,-1,1286.1,0.0,0.0,0.0,1282.3159090909091,-1.0,3929.8589722799998,3775.74685572,1298.961,1273.2389999999998,70.59005537999974,-25.722000000000207,0.0,-1.0417701097997978,0.0,0.0,0
336,2017-08-13,3868.52,1.0,15.717086000000108,0.4079390083227109,3853.179590129033,1,1286.1,0.0,0.0,0.0,1282.3159090909091,-1.0,3945.8904,3791.1495999999997,1298.961,1273.2389999999998,-138.70937228000003,-25.722000000000207,0.0,0.9968498406493159,0.0,0.0,0
337,2017-08-14,4282.992,1.0,414.4720000000002,10.7139681325158,3853.179590129033,1,1282.3,-1.0,-3.7999999999999545,-0.2954669154809077,1282.3159090909091,-1.0,4368.65184,4197.33216,1295.123,1269.4769999999999,251.4417599999997,-29.48400000000015,0.0,-0.9968498406493159,0.0,0.0,0
338,2017-08-15,4217.028329,-1.0,-65.96367100000043,-1.5401306142995463,3853.179590129033,1,1270.3,-1.0,-12.0,-0.9358184512204634,1282.3159090909091,-1.0,4301.36889558,4132.68776242,1283.003,1257.597,-235.96407758000078,-37.52600000000007,4184.109894848249,0.0,0.0,0.0,0
339,2017-08-16,4179.97,-1.0,-37.0583289999995,-0.8787782796039999,3853.179590129033,1,1272.75,1.0,2.450000000000045,0.1928678264976813,1282.3159090909091,-1.0,4263.5694,4096.3706,1285.4775,1260.0225,-204.99829557999965,-22.980499999999893,4184.109894848249,0.0,0.0,0.0,0
340,2017-08-17,4328.725717,1.0,148.755717,3.558774751971904,3853.179590129033,1,1285.15,1.0,12.400000000000093,0.97426831663721,1282.3159090909091,1.0,4415.30023134,4242.15120266,1298.0015,1272.2985,-21.418197340000006,-13.17899999999986,4184.109894848249,0.0,0.0,0.0,0
341,2017-08-18,4130.440067,-1.0,-198.2856499999998,-4.580693325550333,3853.179590129033,1,1295.8,1.0,10.649999999999864,0.8286970392561074,1282.3159090909091,1.0,4213.048868340001,4047.8312656600006,1308.758,1282.8419999999999,-367.46896567999966,-15.159500000000207,4184.109894848249,0.0,0.0,0.0,0
342,2017-08-19,4104.71,-1.0,-25.730067000000417,-0.6229376672371995,3853.179590129033,1,1295.8,0.0,0.0,0.0,1282.3159090909091,1.0,4186.8042000000005,4022.6158,1308.758,1282.8419999999999,-190.43306834000077,-25.916000000000167,4184.109894848249,0.0,0.0,0.0,0
343,2017-08-20,4157.958033,1.0,53.24803299999985,1.29724226559245,3853.179590129033,1,1295.8,0.0,0.0,0.0,1282.3159090909091,1.0,4241.11719366,4074.79887234,1308.758,1282.8419999999999,-112.0053276600006,-25.916000000000167,4184.109894848249,0.0,0.0,0.0,0
344,2017-08-21,4043.722,-1.0,-114.23603299999968,-2.7474070708110894,3853.179590129033,1,1292.9,-1.0,-2.899999999999864,-0.2237999691310282,1282.3159090909091,1.0,4124.59644,3962.84756,1305.8290000000002,1279.971,-278.2696336600002,-28.787000000000035,4184.109894848249,0.0,0.0,0.0,0
345,2017-08-22,3986.28,-1.0,-57.44200000000001,-1.420522973636665,3853.179590129033,1,1284.2,-1.0,-8.700000000000045,-0.6729058705236326,1282.3159090909091,1.0,4066.0056000000004,3906.5544,1297.0420000000001,1271.358,-218.04204000000027,-34.47100000000023,0.0,1.0290467614821406,0.0,0.0,0
346,2017-08-23,4174.95,1.0,188.6699999999996,4.732984135585047,3853.179590129033,1,1286.65,1.0,2.450000000000045,0.1907802522971535,1282.3159090909091,1.0,4258.449,4091.4509999999996,1299.5165000000002,1273.7835,25.445399999999154,-23.25850000000014,0.0,-1.0290467614821406,0.0,0.0,0
347,2017-08-24,4340.316717,1.0,165.36671699999988,3.9609268853519177,3853.179590129033,1,1289.0,1.0,2.349999999999909,0.1826448529125954,1282.3159090909091,1.0,4427.12305134,4253.51038266,1301.89,1276.11,-4.938617339999837,-23.40650000000028,4210.294401312865,0.0,0.0,0.0,0
348,2017-08-25,4331.77,-1.0,-8.546716999999262,-0.1969145930416501,3853.179590129033,1,1285.3,-1.0,-3.7000000000000455,-0.2870442203258375,1282.3159090909091,1.0,4418.405400000001,4245.1346,1298.153,1272.447,-181.9884513399993,-29.44300000000021,4210.294401312865,0.0,0.0,0.0,0
349,2017-08-26,4360.513317,1.0,28.74331699999948,0.6635467026180863,3853.179590129033,1,1285.3,0.0,0.0,0.0,1282.3159090909091,1.0,4447.72358334,4273.30305066,1298.153,1272.447,-145.10234934000073,-25.70600000000013,4210.294401312865,0.0,0.0,0.0,0
350,2017-08-27,4354.308333,-1.0,-6.204983999999968,-0.1422993934179508,3853.179590129033,1,1285.3,0.0,0.0,0.0,1282.3159090909091,1.0,4441.39449966,4267.22216634,1298.153,1272.447,-180.5014170000004,-25.70600000000013,4210.294401312865,0.0,0.0,0.0,0
351,2017-08-28,4339.05,-1.0,-15.258332999999766,-0.3504192131816074,3853.179590129033,1,1285.3,0.0,0.0,0.0,1282.3159090909091,1.0,4425.831,4252.269,1298.153,1272.447,-189.12549966000006,-25.70600000000013,0.0,0.9513003097752412,0.0,0.0,0
352,2017-08-29,4607.98545,1.0,268.93544999999995,6.19802606561344,3853.179590129033,1,1318.65,1.0,33.350000000000136,2.5947249669338004,1282.3159090909091,1.0,4700.145159000001,4515.825741,1331.8365000000001,1305.4635,89.99474099999952,7.310500000000047,0.0,-0.9513003097752412,0.0,0.0,0
353,2017-08-30,4594.98785,-1.0,-12.997599999999691,-0.282066862863026,3853.179590129033,1,1308.5,-1.0,-10.150000000000093,-0.7697266143404308,1282.3159090909091,1.0,4686.887607000001,4503.088093,1321.585,1295.415,-197.0570660000003,-36.42150000000015,4295.906426304307,0.0,0.0,0.0,0
354,2017-08-31,4582.52,-1.0,-12.46785,-0.2713358643592495,3853.179590129033,1,1311.75,1.0,3.25,0.2483760030569354,1282.3159090909091,1.0,4674.170400000001,4490.8696,1324.8675,1298.6325,-196.01800700000058,-22.9525000000001,0.0,0.9190735593003427,0.0,0.0,0
355,2017-09-01,4911.740017,1.0,329.22001699999964,7.184257068163361,4077.868276466667,1,1320.4,1.0,8.650000000000091,0.6594244330093456,1314.9785714285713,1.0,5009.97481734,4813.50521666,1333.604,1307.1960000000001,139.33481665999898,-17.671499999999924,0.0,-0.9190735593003427,0.0,0.0,0
356,2017-09-02,4580.38748,-1.0,-331.35253699999976,-6.746133464987094,4077.868276466667,1,1320.4,0.0,0.0,0.0,1314.9785714285713,1.0,4671.9952296,4488.7797304000005,1333.604,1307.1960000000001,-521.1950869399998,-26.4079999999999,4423.965372186473,0.0,0.0,0.0,0
357,2017-09-03,4585.57,1.0,5.182519999999386,0.1131458860768562,4077.868276466667,1,1320.4,0.0,0.0,0.0,1314.9785714285713,1.0,4677.2814,4493.8586,1333.604,1307.1960000000001,-178.13662960000056,-26.4079999999999,4423.965372186473,0.0,0.0,0.0,0
358,2017-09-04,4344.098317,-1.0,-241.47168299999976,-5.265903322814825,4077.868276466667,1,1333.1,1.0,12.699999999999818,0.9618297485610282,1314.9785714285713,1.0,4430.98028334,4257.21635066,1346.4309999999998,1319.769,-420.06504933999986,-13.835000000000036,4423.965372186473,0.0,0.0,0.0,0
359,2017-09-05,4488.72014,1.0,144.6218230000004,3.3291563046361965,4077.868276466667,1,1335.55,1.0,2.450000000000045,0.1837821618783321,1314.9785714285713,1.0,4578.4945428,4398.945737200001,1348.9055,1322.1944999999998,-32.03454613999929,-24.236499999999978,4423.965372186473,0.0,0.0,0.0,0
360,2017-09-06,4385.02,-1.0,-103.70013999999992,-2.3102384814750314,4077.868276466667,1,1337.85,1.0,2.2999999999999545,0.1722136947325038,1314.9785714285713,1.0,4472.7204,4297.319600000001,1351.2285,1324.4714999999999,-281.17494279999937,-24.434000000000196,0.0,0.9890994689018507,0.0,0.0,0
361,2017-09-07,4654.6585,1.0,269.6384999999991,6.1490825583463495,4077.868276466667,1,1343.5,1.0,5.650000000000091,0.4223193930560295,1314.9785714285713,1.0,4747.75167,4561.565329999999,1356.935,1330.065,88.8449299999993,-21.163499999999885,0.0,-0.9890994689018507,0.0,0.0,0
362,2017-09-08,4310.750183,-1.0,-343.90831699999944,-7.388475803326913,4077.868276466667,1,1346.25,1.0,2.75,0.2046892445106066,1314.9785714285713,1.0,4396.96518666,4224.5351793400005,1359.7125,1332.7875,-523.2164906599992,-24.147500000000036,4511.841845264095,0.0,0.0,0.0,0
363,2017-09-09,4312.26,1.0,1.509817000000112,0.0350244606137064,4077.868276466667,1,1346.25,0.0,0.0,0.0,1314.9785714285713,1.0,4398.5052000000005,4226.0148,1359.7125,1332.7875,-170.95038665999982,-26.925000000000182,4511.841845264095,0.0,0.0,0.0,0
364,2017-09-10,4329.955,1.0,17.69499999999971,0.4103416769860747,4077.868276466667,1,1346.25,0.0,0.0,0.0,1314.9785714285713,1.0,4416.5541,4243.3559,1359.7125,1332.7875,-155.14930000000095,-26.925000000000182,4511.841845264095,0.0,0.0,0.0,0
365,2017-09-11,4248.090017,-1.0,-81.86498299999948,-1.8906659076133467,4077.868276466667,1,1334.2,-1.0,-12.049999999999956,-0.8950789229340728,1314.9785714285713,1.0,4333.0518173400005,4163.12821666,1347.5420000000001,1320.858,-253.42588333999993,-38.854500000000144,4511.841845264095,0.0,0.0,0.0,0
366,2017-09-12,4198.59,-1.0,-49.5000170000003,-1.165229945738231,4077.868276466667,1,1326.5,-1.0,-7.700000000000045,-0.5771248688352605,1314.9785714285713,1.0,4282.5618,4114.6182,1339.765,1313.235,-218.43361734000064,-34.307000000000244,4511.841845264095,0.0,0.0,0.0,0
367,2017-09-13,3961.271267,-1.0,-237.3187330000001,-5.65234359630257,4077.868276466667,-1,1327.55,1.0,1.0499999999999543,0.0791556728232155,1314.9785714285713,1.0,4040.49669234,3882.04584166,1340.8255,1314.2745,-400.51595834000045,-25.49050000000011,4511.841845264095,0.0,0.0,0.0,0
368,2017-09-14,3319.63,-1.0,-641.641267,-16.197862346497057,4077.868276466667,-1,1324.55,-1.0,-3.0,-0.2259801890700915,1314.9785714285713,1.0,3386.0226000000002,3253.2374,1337.7955,1311.3045,-787.2592923400002,-29.520999999999958,4511.841845264095,0.0,0.0,0.0,0
369,2017-09-15,3216.43,-1.0,-103.20000000000029,-3.1087801953832286,4077.868276466667,-1,1322.85,-1.0,-1.7000000000000457,-0.1283454758219807,1314.9785714285713,1.0,3280.7586,3152.1013999999996,1336.0784999999998,1309.6215,-233.92120000000068,-28.173999999999978,0.0,1.375243471209401,0.0,0.0,0
370,2017-09-16,3763.62604,1.0,547.1960400000003,17.01252755384076,4077.868276466667,-1,1322.85,0.0,0.0,0.0,1314.9785714285713,-1.0,3838.8985608000003,3688.3535192,1336.0784999999998,1309.6215,407.5949191999998,-26.45699999999988,0.0,-1.375243471209401,0.0,0.0,0
371,2017-09-17,3746.060783,-1.0,-17.5652570000002,-0.4667110072391837,4077.868276466667,-1,1322.85,0.0,0.0,0.0,1314.9785714285713,-1.0,3820.98199866,3671.1395673399998,1336.0784999999998,1309.6215,-167.7589934600005,-26.45699999999988,5072.384096792018,0.0,0.0,0.0,0
372,2017-09-18,3678.53,-1.0,-67.5307829999997,-1.8027145556863675,4077.868276466667,-1,1312.1,-1.0,-10.75,-0.8126393771024683,1314.9785714285713,-1.0,3752.1006,3604.9594,1325.221,1298.9789999999998,-216.02259865999986,-37.099500000000035,0.0,1.3518784908890815,0.0,0.0,0
373,2017-09-19,3943.413333,1.0,264.88333299999977,7.200793061358743,4077.868276466667,-1,1309.6,-1.0,-2.5,-0.1905342580595991,1314.9785714285713,-1.0,4022.28159966,3864.5450663399997,1322.696,1296.504,112.44446633999951,-28.7170000000001,0.0,-1.3518784908890815,0.0,0.0,0
374,2017-09-20,3977.561667,1.0,34.14833399999998,0.8659587802839125,4077.868276466667,-1,1311.3,1.0,1.7000000000000457,0.1298106291997591,1314.9785714285713,-1.0,4057.11290034,3898.0104336599998,1324.413,1298.187,-124.27116600000045,-24.509000000000015,5224.395352256564,0.0,0.0,0.0,0
375,2017-09-21,3894.48,-1.0,-83.08166699999992,-2.0887587410470667,4077.868276466667,-1,1292.1,-1.0,-19.200000000000045,-1.4641958361930945,1314.9785714285713,-1.0,3972.3696,3816.5904,1305.021,1279.1789999999999,-240.52250034000008,-45.23400000000015,5224.395352256564,0.0,0.0,0.0,0
376,2017-09-22,3637.50255,-1.0,-256.97744999999986,-6.598504806803472,4077.868276466667,-1,1294.8,1.0,2.700000000000045,0.2089621546319979,1314.9785714285713,-1.0,3710.252601,3564.752499,1307.748,1281.8519999999999,-407.6171009999998,-23.169000000000096,5224.395352256564,0.0,0.0,0.0,0
377,2017-09-23,3776.3869,1.0,138.8843499999998,3.818123783858236,4077.868276466667,-1,1294.8,0.0,0.0,0.0,1314.9785714285713,-1.0,3851.914638,3700.8591619999997,1307.748,1281.8519999999999,-9.393439000000399,-25.896000000000186,5224.395352256564,0.0,0.0,0.0,0
378,2017-09-24,3777.62,1.0,1.233099999999922,0.0326529042879563,4077.868276466667,-1,1294.8,0.0,0.0,0.0,1314.9785714285713,-1.0,3853.1724,3702.0676,1307.748,1281.8519999999999,-149.84703800000034,-25.896000000000186,0.0,1.3558685700791806,0.0,0.0,0
379,2017-09-25,3942.555,1.0,164.93499999999997,4.366108819838945,4077.868276466667,-1,1293.3,-1.0,-1.5,-0.1158480074142724,1314.9785714285713,-1.0,4021.4060999999997,3863.7039,1306.233,1280.367,10.531500000000051,-27.381000000000085,0.0,-1.3558685700791806,0.0,0.0,0
380,2017-09-26,3910.307383,-1.0,-32.24761699999999,-0.8179370230726011,4077.868276466667,-1,1300.05,1.0,6.75,0.5219206680584552,1314.9785714285713,-1.0,3988.51353066,3832.1012353399997,1313.0505,1287.0494999999999,-189.30486466000002,-19.183500000000095,5238.6746821023535,0.0,0.0,0.0,0
381,2017-09-27,3881.0,-1.0,-29.307382999999845,-0.7494905164594792,4077.868276466667,-1,1282.55,-1.0,-17.5,-1.3461020729971924,1314.9785714285713,-1.0,3958.62,3803.38,1295.3754999999999,1269.7245,-185.1335306599999,-43.32600000000002,0.0,1.3233588174925488,0.0,0.0,0
382,2017-09-28,4201.98905,1.0,320.98905000000013,8.270782014944606,4077.868276466667,1,1283.35,1.0,0.7999999999999545,0.0623757358387551,1314.9785714285713,-1.0,4286.0288310000005,4117.949269,1296.1834999999999,1270.5165,159.32926899999984,-24.858999999999924,0.0,-1.3233588174925488,0.0,0.0,0
383,2017-09-29,4193.574667,-1.0,-8.41438300000027,-0.2002476184463229,4077.868276466667,1,1283.1,-1.0,-0.25,-0.0194802664900455,1314.9785714285713,-1.0,4277.44616034,4109.70317366,1295.9309999999998,1270.269,-176.32565734000036,-25.91449999999986,5449.524475118145,0.0,0.0,0.0,0
384,2017-09-30,4164.27,-1.0,-29.304666999999423,-0.6987992184949793,4077.868276466667,1,1283.1,0.0,0.0,0.0,1279.5136363636364,-1.0,4247.5554,4080.9846000000002,1295.9309999999998,1270.269,-196.46156033999932,-25.661999999999807,0.0,1.282979022502719,0.0,0.0,0
385,2017-10-01,4360.722967,1.0,196.4529669999993,4.717584762755519,5336.5935801612895,-1,1283.1,0.0,0.0,0.0,1279.5136363636364,-1.0,4447.93742634,4273.50850766,1295.9309999999998,1270.269,25.95310765999966,-25.661999999999807,0.0,-1.282979022502719,0.0,0.0,0
386,2017-10-02,4386.88375,1.0,26.160783000000265,0.5999184813613102,5336.5935801612895,-1,1273.7,-1.0,-9.399999999999864,-0.732600732600722,1279.5136363636364,-1.0,4474.621425,4299.146075,1286.4370000000001,1260.963,-148.7913513399999,-34.96799999999985,5482.821767814679,0.0,0.0,0.0,0
387,2017-10-03,4394.07,1.0,7.186249999999745,0.1638121821668911,5336.5935801612895,-1,1271.25,-1.0,-2.450000000000045,-0.1923529873596644,1279.5136363636364,-1.0,4481.9514,4306.1885999999995,1283.9625,1258.5375,-168.43282500000078,-27.899500000000216,5482.821767814679,0.0,0.0,0.0,0
388,2017-10-04,4225.175,-1.0,-168.89499999999953,-3.843702990621441,5336.5935801612895,-1,1274.25,1.0,3.0,0.2359882005899705,1279.5136363636364,-1.0,4309.6785,4140.6715,1286.9925,1261.5075,-341.27989999999954,-22.455000000000155,5482.821767814679,0.0,0.0,0.0,0
389,2017-10-05,4338.852,1.0,113.67699999999968,2.690468442135525,5336.5935801612895,-1,1274.5,1.0,0.25,0.0196193839513439,1279.5136363636364,-1.0,4425.62904,4252.07496,1287.2450000000001,1261.7549999999999,-57.603540000000066,-25.237500000000182,5482.821767814679,0.0,0.0,0.0,0
390,2017-10-06,4318.58,-1.0,-20.27199999999993,-0.4672203615149799,5336.5935801612895,-1,1261.8,-1.0,-12.700000000000044,-0.996469203609262,1279.5136363636364,-1.0,4404.9516,4232.2083999999995,1274.418,1249.182,-193.42064000000028,-38.0630000000001,5482.821767814679,0.0,0.0,0.0,0
391,2017-10-07,4376.191667,1.0,57.611667000000125,1.334041907293604,5336.5935801612895,-1,1261.8,0.0,0.0,0.0,1279.5136363636364,-1.0,4463.71550034,4288.66783366,1274.418,1249.182,-116.28376634000051,-25.235999999999876,0.0,1.2283089653444657,0.0,0.0,0
392,2017-10-08,4602.280883,1.0,226.0892160000003,5.16634629385396,5336.5935801612895,-1,1261.8,0.0,0.0,0.0,1279.5136363636364,-1.0,4694.32650066,4510.23526534,1274.418,1249.182,46.51976500000001,-25.235999999999876,0.0,-1.2283089653444657,0.0,0.0,0
393,2017-10-09,4605.66,1.0,3.3791169999994963,0.0734226590228629,5336.5935801612895,-1,1278.75,1.0,16.950000000000045,1.3433190679981015,1279.5136363636364,-1.0,4697.7732,4513.5468,1291.5375,1265.9625,-180.77970066000034,-8.455499999999802,5539.962412229897,0.0,0.0,0.0,0
394,2017-10-10,4782.28,1.0,176.6199999999999,3.834846688639628,5336.5935801612895,-1,1291.4,1.0,12.650000000000093,0.9892473118279642,1279.5136363636364,1.0,4877.9256,4686.6344,1304.314,1278.486,-11.13879999999972,-13.051499999999805,5539.962412229897,0.0,0.0,0.0,0
395,2017-10-11,4819.485767,1.0,37.20576700000038,0.7779922338298966,5336.5935801612895,-1,1289.25,-1.0,-2.150000000000091,-0.1664859842031973,1279.5136363636364,1.0,4915.87548234,4723.09605166,1302.1425,1276.3575,-154.82954833999975,-27.956500000000005,5539.962412229897,0.0,0.0,0.0,0
396,2017-10-12,4822.17,1.0,2.684232999999949,0.0556954233246094,5336.5935801612895,-1,1290.25,1.0,1.0,0.0775644754702346,1279.5136363636364,1.0,4918.6134,4725.7266,1303.1525,1277.3475,-190.14888234000045,-24.794999999999845,0.0,1.12632605201903,0.0,0.0,0
397,2017-10-13,5563.806567,1.0,741.6365669999996,15.379726699805266,5336.5935801612895,1,1299.6,1.0,9.349999999999907,0.7246657624491307,1279.5136363636364,1.0,5675.082698339999,5452.53043566,1312.596,1286.6039999999998,533.9170356599998,-16.548500000000104,0.0,-1.12632605201903,0.0,0.0,0
398,2017-10-14,5739.438733,1.0,175.63216600000032,3.156690727562462,5336.5935801612895,1,1299.6,0.0,0.0,0.0,1279.5136363636364,1.0,5854.22750766,5624.64995834,1312.596,1286.6039999999998,-50.432739999999285,-25.99200000000019,6141.327079110529,0.0,0.0,0.0,0
399,2017-10-15,5825.99,1.0,86.55126699999983,1.508009250144213,5336.5935801612895,1,1299.6,0.0,0.0,0.0,1279.5136363636364,1.0,5942.5098,5709.4702,1312.596,1286.6039999999998,-144.75730766000015,-25.99200000000019,6141.327079110529,0.0,0.0,0.0,0
400,2017-10-16,5711.205867,-1.0,-114.78413300000012,-1.9702082049574428,5336.5935801612895,1,1303.3,1.0,3.7000000000000455,0.2847029855340139,1279.5136363636364,1.0,5825.4299843399995,5596.98174966,1316.3329999999999,1290.267,-345.52805033999994,-22.32899999999995,6141.327079110529,0.0,0.0,0.0,0
401,2017-10-17,5603.71294,-1.0,-107.49292699999933,-1.882140646007978,5336.5935801612895,1,1284.75,-1.0,-18.549999999999955,-1.4233100590807914,1279.5136363636364,1.0,5715.787198800001,5491.6386812,1297.5975,1271.9025,-333.7913031399994,-44.43049999999994,6141.327079110529,0.0,0.0,0.0,0
402,2017-10-18,5594.66,-1.0,-9.05294000000049,-0.1615525294912856,5336.5935801612895,1,1280.2,-1.0,-4.5499999999999545,-0.3541545047674609,1279.5136363636364,1.0,5706.5532,5482.766799999999,1293.002,1267.3980000000001,-233.0203988000012,-30.199499999999944,6141.327079110529,0.0,0.0,0.0,0
403,2017-10-19,5727.6335,1.0,132.97350000000006,2.376793227827965,5336.5935801612895,1,1286.4,1.0,6.2000000000000455,0.4842993282299676,1279.5136363636364,1.0,5842.18617,5613.08083,1299.2640000000001,1273.536,-93.47237000000041,-19.465999999999894,0.0,1.0512035906432828,0.0,0.0,0
404,2017-10-20,5979.45984,1.0,251.82634000000053,4.396690884638491,5336.5935801612895,1,1281.2,-1.0,-5.2000000000000455,-0.4042288557213965,1279.5136363636364,1.0,6099.049036800001,5859.8706432,1294.0120000000002,1268.388,17.684473199999957,-30.876000000000204,0.0,-1.0512035906432828,0.0,0.0,0
405,2017-10-21,5986.44,1.0,6.98015999999916,0.116735628079729,5336.5935801612895,1,1281.2,0.0,0.0,0.0,1279.5136363636364,-1.0,6106.1687999999995,5866.7112,1294.0120000000002,1268.388,-232.33783680000124,-25.62400000000025,6159.917060837003,0.0,0.0,0.0,0
406,2017-10-22,5983.18455,-1.0,-3.255449999999655,-0.0543803997033237,5336.5935801612895,1,1281.2,0.0,0.0,0.0,1279.5136363636364,-1.0,6102.848241,5863.520859,1294.0120000000002,1268.388,-242.64794099999926,-25.62400000000025,6159.917060837003,0.0,0.0,0.0,0
407,2017-10-23,5876.079867,-1.0,-107.10468299999955,-1.7900949252852243,5336.5935801612895,1,1274.9,-1.0,-6.2999999999999545,-0.4917265064002462,1279.5136363636364,-1.0,5993.60146434,5758.55826966,1287.6490000000001,1262.151,-344.2899713399993,-31.861000000000104,6159.917060837003,0.0,0.0,0.0,0
408,2017-10-24,5900.59,1.0,24.51013299999977,0.4171170840894863,5336.5935801612895,1,1276.45,1.0,1.5499999999999543,0.1215781629931723,1279.5136363636364,-1.0,6018.6018,5782.5782,1289.2145,1263.6855,-211.02326434000042,-23.963500000000067,6159.917060837003,0.0,0.0,0.0,0
409,2017-10-25,5669.622533,-1.0,-230.9674670000004,-3.914311399368545,5336.5935801612895,1,1275.0,-1.0,-1.4500000000000457,-0.1135963022445098,1279.5136363636364,-1.0,5783.014983659999,5556.23008234,1287.75,1262.25,-462.3717176600003,-26.964500000000044,6159.917060837003,0.0,0.0,0.0,0
410,2017-10-26,5893.138417,1.0,223.5158840000004,3.942341535067418,5336.5935801612895,1,1273.75,-1.0,-1.25,-0.0980392156862745,1279.5136363636364,-1.0,6011.00118534,5775.27564866,1286.4875,1261.0125,-7.739334999999301,-26.737499999999955,6159.917060837003,0.0,0.0,0.0,0
411,2017-10-27,5889.82,-1.0,-3.3184170000004087,-0.0563098431631562,5336.5935801612895,1,1266.45,-1.0,-7.299999999999954,-0.5731108930323812,1279.5136363636364,-1.0,6007.6164,5772.0235999999995,1279.1145000000001,1253.7855,-238.9775853400006,-32.702,6159.917060837003,0.0,0.0,0.0,0
412,2017-10-28,5776.69695,-1.0,-113.12305000000016,-1.9206537721016967,5336.5935801612895,1,1266.45,0.0,0.0,0.0,1279.5136363636364,-1.0,5892.2308889999995,5661.163011,1279.1145000000001,1253.7855,-346.45338900000024,-25.32900000000018,0.0,1.0454303602285406,0.0,0.0,0
413,2017-10-29,6155.43402,1.0,378.7370700000001,6.556291134503778,5336.5935801612895,1,1266.45,0.0,0.0,0.0,1279.5136363636364,-1.0,6278.542700399999,6032.3253396,1279.1145000000001,1253.7855,140.09445060000053,-25.32900000000018,0.0,-1.0454303602285406,0.0,0.0,0
414,2017-10-30,6136.49,-1.0,-18.94401999999991,-0.3077609139899433,5336.5935801612895,1,1272.0,1.0,5.5499999999999545,0.4382328556200366,1279.5136363636364,-1.0,6259.2198,6013.7602,1284.72,1259.28,-264.78250039999966,-19.834500000000162,0.0,1.007533886698432,0.0,0.0,0
415,2017-10-31,6388.645167,1.0,252.1551669999999,4.109110696831575,5336.5935801612895,1,1270.15,-1.0,-1.849999999999909,-0.1454402515723199,1279.5136363636364,-1.0,6516.41807034,6260.87226366,1282.8515000000002,1257.4485,1.6524636599997393,-27.27150000000006,0.0,0.0,0.0,1.007533886698432,0
416,2017-11-01,6665.306683,1.0,276.6615160000001,4.330519363151854,7757.461817533333,-1,1277.05,1.0,6.899999999999864,0.5432429240640761,1282.284090909091,-1.0,6798.61281666,6532.000549339999,1289.8205,1264.2794999999999,15.582478999999694,-18.572000000000344,0.0,-1.007533886698432,0.0,0.0,0
417,2017-11-02,6751.98,1.0,86.67331699999977,1.3003650262794633,7757.461817533333,-1,1279.2,1.0,2.150000000000091,0.1683567597196735,1282.284090909091,-1.0,6887.0196,6616.9403999999995,1291.992,1266.4080000000001,-181.67241666000064,-23.41249999999991,0.0,0.9555965110644993,0.0,0.0,0
418,2017-11-03,7197.72006,1.0,445.7400600000001,6.601619969253465,7757.461817533333,-1,1267.2,-1.0,-12.0,-0.9380863039399624,1282.284090909091,-1.0,7341.6744612,7053.765658799999,1279.872,1254.528,166.74605879999945,-37.46399999999994,0.0,-0.9555965110644993,0.0,0.0,0
419,2017-11-04,7437.543317,1.0,239.823257,3.3319336540020985,7757.461817533333,-1,1267.2,0.0,0.0,0.0,1282.284090909091,-1.0,7586.29418334,7288.792450659999,1279.872,1254.528,-52.88201054000092,-25.34400000000005,6740.553853415859,0.0,0.0,0.0,0
420,2017-11-05,7365.99,-1.0,-71.55331699999988,-0.9620558018996728,7757.461817533333,-1,1267.2,0.0,0.0,0.0,1282.284090909091,-1.0,7513.3098,7218.6702,1279.872,1254.528,-367.62398334000045,-25.34400000000005,6740.553853415859,0.0,0.0,0.0,0
421,2017-11-06,6989.071667,-1.0,-376.9183329999996,-5.117008480869504,7757.461817533333,-1,1270.9,1.0,3.7000000000000455,0.2919823232323268,1282.284090909091,-1.0,7128.85310034,6849.29023366,1283.6090000000002,1258.191,-664.01956634,-21.68100000000004,6740.553853415859,0.0,0.0,0.0,0
422,2017-11-07,7092.127233,1.0,103.055566,1.4745243847847926,7757.461817533333,-1,1275.6,1.0,4.699999999999818,0.3698166653552457,1282.284090909091,-1.0,7233.969777660001,6950.28468834,1288.356,1262.8439999999998,-178.56841200000054,-20.765000000000327,6740.553853415859,0.0,0.0,0.0,0
423,2017-11-08,7128.64,1.0,36.51276700000017,0.5148351940177349,7757.461817533333,-1,1284.0,1.0,8.400000000000091,0.6585136406397061,1282.284090909091,1.0,7271.2128,6986.0672,1296.84,1271.16,-247.90257766000013,-17.195999999999913,6740.553853415859,0.0,0.0,0.0,0
424,2017-11-09,7158.03706,1.0,29.39705999999933,0.412379640436315,7757.461817533333,-1,1284.8,1.0,0.7999999999999545,0.0623052959501522,1282.284090909091,1.0,7301.1978012,7014.876318799999,1297.648,1271.952,-256.3364812000009,-24.88799999999992,6740.553853415859,0.0,0.0,0.0,0
